h_comment,h_date,h_name,h_rating,h_reviewer_name,h_title_comment
Rất hài lòng với các dịch vụ tại khách sạn đặc biệt là dịch vụ spa và dịch vụ phòng. Nhân viên chuyên nghiệp và thân thiện đã giúp tôi có chuyến đi khó quên. Tôi nhất định sẽ quay lại cùng với gia đình vào chuyến đi tới của mình.,  thg 7 2022,Queen Ann Nha Trang,ui_bubble_rating bubble_40,Hoang,Thành phố biển
"Nước quá nhỏ, không đu nóng, điện không ổn định. Thái độ Nhân viên lễ tân , nhân viên phục vụ rất tốt. Đồ ăn ngon, phòng ăn sạch sẽ . Phòng sạch sẽ ,không gian thoải mái thư giãn, yên tĩnh. Bãi biển đẹp. ",  thg 11 2018,Khu nghỉ dưỡng MerPerle Hòn Tằm,ui_bubble_rating bubble_40,PhuongLien D,Review resort hon tam
"Resort rộng rãi, cảnh quan đẹp, sạch sẽ. Nhân viên từ lễ tân đến phục vụ tại Nhà hàng nhiệt tình, thân thiện nhất trong những nơi mình đã từng đi. Mong resort có dịch vụ đưa tiễn sân bay với giá cả cạnh tranh thì hoàn hảo.",  thg 6 2022,Amiana Resort Nha Trang,ui_bubble_rating bubble_40,nguyenkhanhlyhlu,Đánh giá amiana resort Nha Trang
"Resort gần trung tâm, đồ ăn sáng phong phú. Nhân viên thân thiện, nhiệt tình.  Tuy nhiên ánh sáng trong phòng hơi tối. Mình nghĩ là thích hợp với các cặp đôi hơn.  Mình đi gia đình có trẻ nhỏ, ánh sáng như vậy ảnh hưởng nhiều đến các hoạt động của bé trong phòng.",  thg 6 2022,Amiana Resort Nha Trang,ui_bubble_rating bubble_30,thuthuy_ibl_neu,Đánh giá
"Nằm ngay mặt đường Trần Phú của Nha Trang, trước khách sạn là biển. Tôi đã ở phòng 7111, phòng to,view rất đẹp có thể nhìn biển panorama. Nhân viên khá tốt. Ăn sáng hơn ít món và không ngon. Rất bất tiện về chổ đậu xe.",  thg 5 2018,Khách Sạn Diamond Bay,ui_bubble_rating bubble_40,Khoapda,Vị trí tuyệt vời
"Tôi và gia đình đã lưu trú 3 đêm tại đây,khách sạn sang trọng lịch sự ngay mặt biển Trần Phú,đi bộ sang đường là bãi biển,kế bên siêu thị Nha Trang center thuận tiện mua sắm giải trí. Nhân viên chu đáo nhã nhặn rất thân thiện,ngoại trừ mấy bạn phục vụ bàn tại nhà hàng ăn sáng,rất ít khi thấy vui vẻ với khách.Phòng buông rộng rãi sạch sẽ tiện nghi phong cách hiện đại,view từ Elite suite trên tầng cao rất đẹp 2 mặt đều trực diện biển. Thang máy chờ hơi lâu,đồ ăn sáng sạch sẽ nhưng không phong phú,2 bé nhà tôi rất thích bể bơi tầng 4 vì có hồ bơi trẻ em. Điểm trừ lớn nhất đó là phòng Elite suite không có chìa khóa cửa phòng ngủ ngăn phòng khách, bé 3 tuổi nhà tôi vô tình nhấn chốt trong phòng và không mở được.Lễ tân và thợ kỹ thuật xử lý qua chậm chạp,gọi lễ tân 10phut sau mới có 1",  thg 9 2017,Khách Sạn Diamond Bay,ui_bubble_rating bubble_40,DuongThanhHN,Đôi lời nhận xét
"Khu rất rộng và nhiều loại phòng với view để lựa chọn. Có thể đi lại gọi đưa đón bằng xe điện. Phòng rất rộng và đầy đủ tiện nghi. Có bể bơi, nhà hàng, bãi biển nhân tạo ở gần. Có cả hội trường phù hợp cho tổ chức hội nhóm. Địa điểm rất xa trung tâm nên không phù hợp để vào trung tâm tham quan hoặc thưởng thức món ăn địa phương.",  thg 2 2017,Khách Sạn Diamond Bay,ui_bubble_rating bubble_40,lovekjt,"Sang trọng, tiện nghi"
"Mình thích nhất là không khí yên tĩnh ở nơi đây, vì nằm giữa đảo nên không nghe thấy âm thanh ồn ào từ xe cộ như trên đường phố. Hồ bơi rộng và đẹp lắm, nhưng lại đóng của sớm, 8PM đã không cho sử dụng nữa, mình thì lại thích bơi buổi đêm hơn. Giá như được sử dụng nhiều hơn thế. Dịch vụ thì ok lắm, mình cùng bạn gọi đồ ăn lúc 1 giờ sáng thì chờ 30' là có ngay cơm chiên với phở nóng hổi mang đế tận phòng nhé. Mình ở 2 ngày, các bạn ở lễ tân thường xuyên hỏi thăm và lo lắng cho sự thoải mái của mình. Mình là người Việt Nam nên dễ dàng giao tiếp, nhưng các bạn vẫn hướng dẫn tài xế taxi rất cặn kẽ để đến đúng nơi mình muốn, để không bị lạc, thật chu đáo.  Ngoài việc hồ bơi, và buffet món hơi chán ra thì tất cả đều tốt. Cảm ơn Champa.",  thg 11 2017,Khách sạn Champa Island Nha Trang,ui_bubble_rating bubble_40,Hằng M,Champa - nơi nghỉ dưỡng tuyệt vời
"Khách sạn đep, khung cảnh đẹp, nhân viên rất thân thiện tuy nhiên buffet sáng thì khá ít món và phù hợp với khách Trung Quốc hơn nên với khách Việt như bọn tớ thì hơi ngán và không bon chen được với khách TQ!",  thg 10 2017,Khách sạn Champa Island Nha Trang,ui_bubble_rating bubble_40,bichhakd,KHÁ TUYỆT!
"Chúng tôi ghé thăm vài lần tại hồ bơi để uống. . . trông giống như quản lý nhà hàng. . . nếu có bất kỳ công việc của mình. . . tất cả những người phục vụ đã hoàn toàn hiểu họ đang làm gì và lấy bia mất 15 phút. . . Họ có hamburger và pizza giá rất hợp lý nên chúng tôi quyết định đến và thử một buổi tối. . . . chúng tôi chỉ là những người ở nhà hàng hồ bơi. . . dịch vụ rất chậm. . . và tốt nhất . . họ hoàn toàn không có hamburger. . . Cô Dy nói tiếng Anh nên chúng tôi không biết tại sao. Pizza họ đã có và nó là ok nhưng không tuyệt vời. Sau đó, chúng tôi đã thử bữa sáng của họ vào sáng hôm sau. . . chúng tôi chọn combo ăn sáng. . . mất một giờ. . . chúng tôi lấy nước trong khi chờ đợi Có vấn đề lớn với quản lý ở đây. . .",  thg 4 2019,Khách sạn Mường Thanh Luxury Viễn Triều Nha Trang,ui_bubble_rating bubble_30,matti T,Mới và chưa sẵn sàng cho khách hàng
"Đánh giá 3 sao là có 2 lí do tôi không hài lòng, thứ nhất là tại sao lễ tân lại có quyền giữ lại passport của khách trong khi đó đã scan và photocopy giữ lại trên hệ thống, tôi đã ở nhiều chuỗi khách sạn của Best Western chưa có nơi nào giữ lại passport của tui cả! Thứ nhì là khi tôi và chồng người nước ngoài khi tối về lại khách sạn thì có bảo vệ đã cố tình mở cửa thang máy để nhìn tôi khi thang máy đang đóng cửa? Có phải ý là định khám xét và xem tôi như cave hay không? 2 tình trạng này cần được khách sạn xem xét và nâng cao huấn luyện lại cho nhân viên, còn lại mọi thứ đều tốt.",  thg 1 2020,Havana Nha Trang Hotel,ui_bubble_rating bubble_30,Lucy,Chưa hài lòng
"Gia đình mình ở đây 1 đêm, tại phòng deluxe ocean view. Nhìn chung trải nghiệm của gia đình ở resort tốt, rất hài lòng với bể bơi và bãi biển. View thành phố và vịnh vào buổi tối rất đẹp. Một điều khá bất ngờ là ở resort 5* mà phải thuê thiết bị cơ bản ở bể bơi và bãi biển như phao tắm, kính lặn, thuyền kayak. Lưu ý: lượng khách ở đây khá đông, nên cân nhắc check in, check out tránh giờ cao điểm để giảm thời gian chờ đợi.",  thg 6 2022,Amiana Resort Nha Trang,ui_bubble_rating bubble_40,ralphnguyenit,1 night - deluxe ocean view villa.
"Vừa rồi tôi có đặt 1 phòng - lưu trú 1 đêm ở phòng Executive Suite hướng biển. NGÀY 7/7/2018  1. Về nhân viên phục vụ: Tôi cho điểm 10 - Vì các bạn rất nhiệt tình và rất chu đáo không chổ nào chê. Từ tiếp tân bên ngoài đến các bạn lái xe .... tất cả đều tốt. Xứng đáng để khen thưởng.   2. Về bộ phận xếp phòng: Có một lưu ý - không biết vô tình hay cố ý nhưng đây là lần thứ hai Tôi bị tráo phòng,nhưng may lần này tôi phát hiện kịp thời lúc check in - nên các bạn đã nhanh chóng xử lý.   - Năm ngoái khi tôi đến thì các bạn báo có phòng ngay rồi cho chị nhận phòng sớm. Khi đặt là tôi đặt Bungalow hướng biển - nhưng nhận phòng thì là hướng rừng, lúc đó tôi có thắc mắc thì các bạn nói là nếu muốn hướng biển thì phải đợi đến 2h30 chiều. Lúc đó tôi cho qua vì cũng mệt rồi muốn nhận",  thg 7 2018,Khu nghỉ dưỡng MerPerle Hòn Tằm,ui_bubble_rating bubble_40,1206vothithuy,CẦN CẢI TIẾN ĐỂ ĐỦ CHUẨN 5 SAO
"Chúng tôi rất thích đến Resort Amiana, chỉ có Chỗ để ô tô và Nv lái xe điện làm tôi không vui. Nhưng nhận xét của tôi về amiana là tuyệt vời, Chúng tôi sẽ quay lại và tiếp tục nghĩ dưỡng tại Amiana resort Nha trang !",  thg 6 2022,Amiana Resort Nha Trang,ui_bubble_rating bubble_40,thanhphabds,Trãi nghiệm kỳ nghĩ dưỡng
"Nên có thêm các dịch vụ buổi tối  cảnh quan đẹp, phòng đẹp. Thức ăn tạm ổn, dịch vụ tại phòng tốt Nên thay đổi giờ bơi tối.  Tất cả đều off sau 18h. Chỉ còn quầy bar, nhưng nhạc cũng không hấp dẫn lắm. Thật là buồn tẻ",  thg 6 2022,Amiana Resort Nha Trang,ui_bubble_rating bubble_40,Leah T,Đáng trải nghiệm nhé
"Tôi đến đây cùng gia đình và người thân nhân dịp mùa hè sắp kết thúc, chỉ ở 2 đêm nên cảm nhận và trải nghiệm tại đây của tôi khá ít. Khu du lịch này nằm cách thành phố qua 1 cây cầu sắt. Ấn tượng đầu tiên của tôi đó là rộng rãi, thoáng mát và nhiều cây xanh. Phòng khách sạn sạch sẽ, khá đẹp, view hồ bơi và sông nước nên rất mát. Khách sạn này có bãi tắm riêng phục vụ cho khách nên cũng rất thoải mái. Nhân viên tận tình và gần gũi. Hồ bơi rộng và đẹp, nhiều dịch vụ như nhà hàng hải sản và quán cà phê thì tôi vẫn chưa ghé qua, nếu có dịp quay lại, tôi sẽ trải nghiệm hết các dịch vụ của khách sạn, đặc biệt là spa.",  thg 9 2016,Khách sạn Champa Island Nha Trang,ui_bubble_rating bubble_40,nguyen huu cung t,Khu nghĩ dưỡng lý tưởng
"Hòn đảo nằm cách trung tâm Nha Trang khoảng 20 phút đi tàu cao tốc. Merperle Hòn Tằm có bến tàu riêng đưa đón khách ra đảo và về lại thành phố.  Ở đây khung cảnh đẹp và khá hoang sơ, bungalow rất xinh đẹp, rộng rãi, có khu vực sen ngoài trời, bồn tắm đá và một ban công lãng mạn.  Biển ở đây rất trong, vợ chồng tôi mang theo kính bơi nên bơi ra khu vực cách xa bờ một chút để lặn xuống ngắm đáy biển, rất đẹp và thật sự là một trải nghiệm khó quên.  Hồ bơi rộng và khá sạch, có quầy bar nằm dưới hồ bơi, với hàng ghế chìm gần hết dưới nước, chỉ để mặt ghế trồi lên cho du khách ngồi thưởng thức đồ uống ngay dưới hồ. Tuy nhiên điểm trừ ở khâu nhà hàng, menu bữa tối không đa dạng, khẩu vị cũng không đặc sắc. Đặc biệt là ở buffet sáng, nhiều món, tuy nhiên mì xào thì hơi sống, cơm chiên",  thg 5 2018,Khu nghỉ dưỡng MerPerle Hòn Tằm,ui_bubble_rating bubble_40,Hieu Vu Le,"Kỳ nghỉ tuyệt vời, tuy nhiên cần cải thiện nhà hàng !"
"Nhân viên khá chu đáo từ khâu nhận phòng và hướng dẫn khách lên phòng, nhân viên vui vẻ hoà đồng. Đồ ăn buffet khá thất vọng nhưng bù lại nhân viên nhà hàng vui vẻ nhiệt tình. Ấn tượng bạn Thân Thị Thuỷ Tiên ở nhà hàng, bạn rất vui vẻ nhiệt tình và hướng dẫn rất kĩ càng, hỗ trợ lấy nước và đồ ăn. ",  thg 12 2022,Vinpearl Discovery Sealink Nha Trang,ui_bubble_rating bubble_40,Trang,Vinpearl Discovery Sealink Nha Trang
"Dịch vụ xe đưa đón trong resort chờ quá lâu,lễ tân chưa thực sự thân thiện, lúc check out về ra lấy nc quầy bar nhân viên chưa nhiệt tình mặc dù là nước free, wifi không ổn định. Cần bổ sung nhiều kênh giải trí trên tivi kèm theo lắp wifi để du khách có nhiều lựa chọn. Nếu có thể hãy fee thêm vài đồ ăn vặt trong phòng như snack…",  thg 6 2022,Amiana Resort Nha Trang,ui_bubble_rating bubble_30,dollynguyen7291,"Dịch vụ xe đưa đón trong resort chờ quá lâu,lễ tân làm thủ tục chưa thực sự thân thiện, wifi chán ,"
"Có nhiều hoạt động vui chơi giải trí miễn phí dành cho khách, những tuỳ vào từng ngày và từng khung giờ nhất định nên mọi ngưới nhớ theo dõi lịch trình để tham gia nhé. Hôm mình đi thì không có hoạt động mình thích nên lần tới sẽ thử lại.",  thg 6 2022,Amiana Resort Nha Trang,ui_bubble_rating bubble_40,anhthuvunguyen2002,Resort rất ổn đáng để thử
"Mình đặt đại 1 resort ở NT mà ko tìm hiểu trước nhưng hóa ra lại đc resort khá ok, nv nhiệt tình, dịch vụ cũng ok, chất lượng buffet ổn, ấn tượng là có nước ép hoa qua tươi nguyên chất luôn, ko phải nước công nghiệp như các resort khác. Điểm trừ duy nhất là đôi tông đi trong phòng siêu đau chân và nv chuyển hành lý lúc check out lâu thôi, còn mọi thứ rất ok.",  thg 5 2022,Amiana Resort Nha Trang,ui_bubble_rating bubble_40,huongtrasua,"Khu nghỉ tốt, quay lại lần sau"
"resort có thiết kế khá ổn,thân thiện với môi trường,nhân viên khá nhiệt tình ,đặc biệt các anh nhân viên cứu hộ khu vực bãi biển rất vui vẻ nhiệt tình và thân thiện,món ăn tối trong menu không phong phú cũng như không ngon lắm,bánh tôm tây hồ chiên bị cứng ,cá chẽm bị bở,resort nên cải thiện menu và đầu bếp",  thg 5 2022,Amiana Resort Nha Trang,ui_bubble_rating bubble_40,lyncherry2612,Một sự lựa chọn cho kì nghỉ hè của bạn
"Nếu không được bạn bè giới thiệu, tôi chưa chắc có được trải nghiệm tốt tại đây. Khu du lịch nỗi tiếng với vị trí đắc địa ngay cửa sông đổ ra biển, không gian yên tĩnh. Bữa ăn sáng tốt nhưng cần thêm vài món bánh ngọt để phong phú hơn. Tôi chưa có cơ hội trải nghiệm spa đá muối tại đây, có lẽ lần sau. Gia đình cũng đi tắm biển riêng bằng xe điện của KDL vào mỗi buổi sáng. Thức ăn tại nhà hàng ngoài trời ngon và hợp khẩu vị. Nói chung kdl rất tốt để nghỉ ngơi cuối tuần cho gia đình hay đi công tác. Chúng tôi sẽ trở lại 1 ngày không xa.",  thg 8 2016,Khách sạn Champa Island Nha Trang,ui_bubble_rating bubble_40,Nhatlambin,Khu nghỉ dưỡng tốt
"tôi có thời gian trải nghiệm buổi sáng uống cà phê với gia đình và bạn bè. Theo như chúng tôi cảm nhận thì thức uống khá ngon, không gian rộng rãi, sạch sẽ, thoáng mát. Chất lượng dịch vụ theo tôi nghĩ cũng khá ổn.",  thg 7 2016,Khách sạn Champa Island Nha Trang,ui_bubble_rating bubble_30,phuonglinh20692,Không gian ngắm cảnh đẹp
"Ở Family Room: Phòng rất rộng, đẹp. Có xe đưa rướt trong khu tiện lợi (nhưng cửa khó khóa) Bải biển buổi sáng đẹp và sạch hơn (buổi chiều thủy chiều rút nên sẽ khó bơi vì nhiều đá). Hồ bơi to, đẹp. Ăn sáng tạm ổn Phục vụ: chấp nhận được. Khu vui chơi trẻ em: không phong phú. Sẽ quay lại.",  thg 8 2017,Khu nghỉ dưỡng MerPerle Hòn Tằm,ui_bubble_rating bubble_40,Jackie H,"Tốt trong tầm giá: Biển đẹp, phòng rộng"
"Trải nghiệm khá ổn, hơi xa khu trung tâm nhưng về tổng thể chấp nhận đc. Thái độ nhân viên tốt Dịch vụ xe điện chậm Phòng sạch nhưng vẫn có muỗi, đèn đường đi tối. Một vài chỗ gạch bung lên mà đèn tối nên khách dễ bị vấp",  thg 5 2022,Amiana Resort Nha Trang,ui_bubble_rating bubble_40,nkhanhly95,Trải nghiệm
"Bãi biển sạch đẹp k đông đúc, dịch vụ chăm sóc khách hàng ổn. Điều duy nhất mình k ưng đó là phòng nghỉ. Phòng nghỉ đèn tối, hơi cũ, các thiết bị vệ sinh cũ kĩ và đã hỏng hóc vài chỗ. Như chỗ để giấy vệ sinh k thể xoay dc, một bồn cầu bị rỉ nước, cửa nhà vsinh hở nên ai đi vsinh thì mùi bay ra ngoài .....",  thg 5 2022,Amiana Resort Nha Trang,ui_bubble_rating bubble_40,ordinarygirl2710,Nha Trang 2022
can phong tôi ở view biển đẹp. nhân viên phục vụ nhiet tình . nhanh nhẹn . và tôi cực thích nuóc trái cây ép tươi nguyên chất. cafe pha rất ngon. món bò . món bún bò bò kuc lac va bún cá rất ngon. các loại bánh ngọt ngon. gia đinh sẽ gioi thieu và còn quay lai.,  thg 5 2022,Amiana Resort Nha Trang,ui_bubble_rating bubble_40,hongchi9821,nên đến amiana nghi duong tuyet voi
"Ở đây được 2 ngày, chúng tôi thấy cũng khá thú vị, khách sạn đẹp, phòng tương đối OK, thức ăn vừa miệng, có thể hợp khẩu vị, nhân viên nhiệt tình, nhưng lại để khách chờ lâu, chắc do buổi tối khá đông khách vào cuối tuần, lẽ ra quản lý nhà hàng nên chuẩn bị nhân viên để phục vụ khách. Tôi có ra bãi biển riêng của khu du lịch tắm, ra đó bằng xe điện, cách khu du lịch 5 phút đi xe. Tại đây cũng có khá nhiều ổ khoá có khắc tên tình nhân. Nói chung tôi cảm thấy hài lòng khi nghỉ tại đây.",  thg 6 2016,Khách sạn Champa Island Nha Trang,ui_bubble_rating bubble_40,Kiệt N,Vị trí khu du lịch khá thú vị
"Tôi và người thân đã ở khách sạn này, điều làm tôi cảm thấy kinh khủng là thái độ của nhân viên Bellman. Tôi và gia đình đi chơi và chưa về kịp đến khách sạn để nhận đồ tôi đặt hàng trên mạng, và rồi tôi nhờ các bạn bellman nhận giúp nhưng thái độ hỗ trợ khách của các bạn thật làm tôi thất vọng. Tôi chưa về kịp nên mới nhờ, Thua một cái ks tầm hai ba sao,. Đó là tất cả những gì tôi cảm nhận. Sẽ không bao giờ quay lại.",  thg 8 2019,Havana Nha Trang Hotel,ui_bubble_rating bubble_10,Khiêm Ô,Quá tệ
"Cảnh quan xanh tươi. Phòng ở gần gũi với thiên nhiên, hoa trái sum suê, chim hót líu lo. Khu vui chơi gió mát lồng lộng, nhạc hay, vũ công xinh tươi nhảy múa, nhiều trò chơi thể thao nước, đặc biệt có tàu lặn cá heo mới chỉ có ở Hòn Tằm. Dịch vụ tiếp đón của lễ tân đất liền và hải đội rất tốt. Dịch vụ phòng và nhà hàng bình thường.",  thg 6 2017,Khu nghỉ dưỡng MerPerle Hòn Tằm,ui_bubble_rating bubble_40,Vo_Thang,Hòn đảo xanh tươi
"Bungalow thiết kế rất đẹp và làm bằng nguyên liệu lá dừa nên rất mát. Tuy nhiên có nhiều điều cần góp ý về sự riêng tư. Chúng tôi là cặp đôi đi nghỉ mát nhưng trong có hai ngày đã gặp các tình huống như sau: - Lần 1 vừa đến, đang đi tắm thì có người mở cửa xông thẳng vào bungalow của tôi ngó nghiêng và chỉ đi ra khi thấy chúng tôi.  - Lần 2: đang nằm thư giãn thì một người khách Trung Quốc có lẽ nhầm phòng ra sức cố mở cửa lớn nhất của chúng tôi, dù ở đó không hề có lối đi chính dành cho mọi người đi lại. Sau đó chúng tôi la lên và ông ta sợ quá xin lỗi rối rít rồi bỏ đi. Resort nên làm lan can gỗ từ phòng 1210 trở đi để tránh người ta đi lại tự do. Phòng tôi ở là 1211. - Lần 3: đang nằm thư giãn. Hai người khách nữ trung quốc đi tự do qua ban công và cửa kính của chúng tôi và",  thg 4 2017,Khu nghỉ dưỡng MerPerle Hòn Tằm,ui_bubble_rating bubble_30,lhm2910,Bungalow đẹp nhưng không có sự riêng tư
"Resort biệt lập và nhiều cây xanh. Bungalow có thiết kế đẹp. Đồ ăn chế biến rất thường và nguội (cả buffet sáng và bữa tối). Phòng có muỗi và đốt rất đau, tivi không xem được, gọi lễ tân khắc phục chậm đành hẹn không cần xem nữa để đi ngủ. Điều khiển điều hoà chập chờn rất khó điều chỉnh (bungalow 1208) làm cho buổi đêm ngủ không ngon giấc (lúc bị nóng quá, lúc bị lạnh quá do khó điều chỉnh nhiệt độ). Bãi biển rất tuyệt và trẻ em có thể chơi đùa hơn nhiều so với bãi biển dọc Trần Phú.",  thg 1 2017,Khu nghỉ dưỡng MerPerle Hòn Tằm,ui_bubble_rating bubble_40,Thaptt,"Phong cảnh đẹp, đồ ăn bình thường"
"Từ khách sạn được nhìn ngắm biển lúc bình minh và hoàng hôn, ăn uống và phục vụ ở đây khá tốt. Cách trang trí phòng ngủ hài hòa, tạo cảm giác ấm cúng. Chuyến đi này tôi rất ưng ý vì được nghĩ ngơi ở khách sạn này.",  thg 10 2016,Khu nghỉ dưỡng MerPerle Hòn Tằm,ui_bubble_rating bubble_40,nguyenthu12487,nước biển trong xanh
Thực sự khá thất vọng về nhân viên của khách sạn ảnh hưởng toàn bộ trải nghiệm bản thân Nếu không chịu đi taxi họ gọi hoặc không tips sẽ nhận được một thái độ rất tệ Trong chuyến đi rất mong đợi bao nhiêu thì thất vọng thật,  thg 5 2022,Amiana Resort Nha Trang,ui_bubble_rating bubble_10,trilb1007,Khá tệ
"Quan cảnh đẹp, dịch vụ tốt đáp ứng được mọi nhu cầu của khách hàng. Tuy nhiên sinh hoạt ban tối ít có hoạt động.  Phù hợp cho mọi đối tượng khách hàng : bạn bè, gia đình hoặc công ty doanh nghiệp. Giá cả hợp lý. Gia đình chúng tôi sẽ quay lại",  thg 10 2019,Vinpearl Luxury Nha Trang,ui_bubble_rating bubble_40,dung,Nghỉ dưỡng
"Mình đến Vinpearl Luxury Nha Trang tháng trước, điều đầu tiên chắc chắn phải nói đây là một nơi thật sự rất tuyệt cho bạn nào muốn có một kì nghỉ thật sự yên bình cùng gia đình.  Bãi biển rất đẹp, sóng nhẹ, màu nước biển không thể chê. Và đặc biệt decor trên bãi biển khiến mình bị rung động hơn nhiều, mình có thể nằm võng thư giãn hoặc có thể nằm trên ghế dài phơi nắng; buổi chiều có xích đu để chụp ảnh nữa :D và các anh chị nhân viên rất tận tình, còn ngỏ lời giúp chụp hình nữa.   Về đồ ăn thì không có nhiều lựa chọn lắm, nhưng nhìn chung vẫn ổn. Các bạn nhân viên rất dễ thương, rất hay hỏi thăm, nói chuyện và chia sẻ. Đây là điều mình rất thích ở Vinpearl.  Trong khuôn viên khách sạn đều rất tuyệt vời, không có gì bàn cãi. À nhưng có một lưu ý nhỏ là các bạn nhân viên kĩ thuật",  thg 9 2019,Vinpearl Luxury Nha Trang,ui_bubble_rating bubble_40,Ho Yen Linh,Kì nghỉ đáng nhớ
"Nơi này phù hợp cho gia đình, phòng đẹp, có khu vui chơi ngoài trời cho trẻ em, buffet sáng tạm được, chúng tôi được đưa ra biển bằng xe điện, nhân viên thân thiện. Không có gì đáng phàn nàn. Nên đến ở thử khi bạn có cơ hội",  thg 4 2016,Khách sạn Champa Island Nha Trang,ui_bubble_rating bubble_40,ThanhVan T,Đẹp
"Gia đình tôi rất thích nơi này, hồ bơi đẹp, không khí trong lành, khách sạn có kiến trúc Chăm pha lẫn hiện đại. Chúng tôi được đưa ra biển bằng xe điện màu trắng rất đẹp. Hải sản tươi ngon. Nói chung mọi thứ tốt. Gia đình chúng tôi sẽ quay lại nếu có dịp.",  thg 4 2016,Khách sạn Champa Island Nha Trang,ui_bubble_rating bubble_40,Ngocchau704,Tốt
Phòng thoáng mát món ăn sáng đa dạng ngon miệng view đẹp nhân viên Nhàn phục vụ niềm nở thân thiện hồ bơi sạch sẽ các dịch vụ phục vụ tốt đáp ứng nhiều nhu cầu của khách hàng tiếp tân phục vụ tốt thân thiện,  thg 8 2022,Khách sạn Mường Thanh Luxury Khánh Hòa,ui_bubble_rating bubble_40,Duy15072005,Đánh giá dịch vụ
"Mình rất hài lòng khi gia đình mình chọn Havana là nơi nghỉ dưỡng khi đến Nha Trang. Vị trí trung tâm, view đẹp, các bạn lễ tân, phục vụ rất dễ thương, nhanh nhẹn; đồ ăn buffet sáng tầng 3 ngon, dễ ăn. Nhà mình có trẻ nhỏ nên có đường hầm đi ra biển rất an toàn, yên tâm. Skylight là sự lựa chọn tuyệt vời cho buổi tối. Mình sẽ tiếp tục chọn Havana cho lần sau đến Nha Trang.",  thg 7 2019,Havana Nha Trang Hotel,ui_bubble_rating bubble_40,Hongbeo712,❤️❤️❤️
"Gia đình tôi đã có ấn tượng tốt về nơi này, khách sạn có kiến trúc đẹp, không khí trong lành, có thể nhìn thấy tháp Bà Ponagar khi ngồi ăn tại nhà hàng ngoài trời. Hồ bơi rất đẹp và rộng, con trai tôi rất thích ở đây. Món ăn sáng chưa phong phú lắm. Gia đình tôi thuê xe điện của khu du lịch đi ngắm cảnh Nha Trang, anh tài xế rất thân thiện, giới thiệu nhiều điều hay về Nha Trang. Nếu có cơ hội tôi sẽ lại đến đây.",  thg 4 2016,Khách sạn Champa Island Nha Trang,ui_bubble_rating bubble_40,nga p,Rất phù hợp cho gia đình
"Khu nghỉ dưỡng đáng để quay lại cho các gia đình nếu như cải thiện được chất lượng khu vực tắm riêng của các căn. Mình ở căn 409, khu vực tắm không hề cho cảm giác private. Lối vào chỗ để cục nóng điều hòa thông với khu vực tắm mà chỉ được ngăn cách bởi các thanh che, có rất nhiều kẽ hở, bên ngoài lối vào cũng k được căng lưới hay ngăn lại, người ngoài có thể đi vào lối đó mà k gặp trở ngại gì. rất không riêng tư. Còn về vấn đề xe điện, mình phải đợi rất lâu khi gọi xe, có 2-3 lần mình phải đợi 10-15p, 1 lần tận 20p nhưng khi trao đổi lại thì nhân viên lái xe cũng k giải thích hay xin lỗi gì vì để nhà mình phải đợi lâu. Ngoài các vấn đề này thì resort này rất ok khi đi cùng gia đình, khu vui chơi và tắm biển cùng bể bơi hoàn toàn tách biệt nên rất thích.",  thg 4 2022,Amiana Resort Nha Trang,ui_bubble_rating bubble_30,sonnguyen15893,Bãi biển riêng đẹp và rất thích. Khá hài lòng ngoại trừ khu vực tắm trong phòng và thái độ của nhân viên lái xe điện
"Resort đẹp và sạch sẽ, yên tĩnh, bãi biển riêng rất thích, có nhiều cá nhưng hơi lạnh, bể bơi rộng và vắng. Nhân viên thân thiện, nhẹ nhàng, nhiệt tình! Cuối tuần đông khách cảm giác resort bị quá tải.",  thg 4 2022,Amiana Resort Nha Trang,ui_bubble_rating bubble_40,linhchi0626,Resort đẹp và sạch sẽ
"Ở tại đảo Champa Nha Trang trong 5 ngày, thấy các nhân viên rất có sức chứa và hữu ích, không phải là người nói tiếng Anh tốt nhất nhưng có thể hiểu được. Lựa chọn bữa sáng lớn, nhiều trạm nấu ăn tươi (Trứng, sinh tố, súp, bánh crepe / bánh quế). Cơ sở vật chất tốt, cách thành phố khoảng 5 phút lái xe, có xe đưa đón, luôn có một chiếc taxi đậu trong bãi đậu xe chờ bạn và nhân viên sẽ tổ chức thuê xe máy với bãi đậu xe an toàn nếu bạn muốn (không khuyến nghị nếu bạn không tay đua giàu kinh nghiệm). Spa đắt tiền nhưng cung cấp một dịch vụ tuyệt vời, nếu tôi có một phàn nàn thì đó là vào ngày cuối cùng của chúng tôi họ tổ chức một hội nghị ADT ngoài trời, có một sân khấu, 6 đoàn du lịch đầy người, và âm nhạc và tụng kinh tất cả các diễn giả ngày, chúng tôi đã được mát xa và cố gắng",  thg 1 2020,Khách sạn Champa Island Nha Trang,ui_bubble_rating bubble_40,Cameron N,Ở lại dễ chịu
